Dias,Fecha,Total casos,Total altas,Total fallecidos,PCR 24,Nuevos casos,Nuevos fallecidos,Tasa de letalidad,Hospitalizados,UCI,Nuevos hospitalizados,Nuevas UCI,IA 14,IA 7,Total Casos A Coruna,Total Altas A Coruna,Total Fallecidos A Coruna,Total Hospitalizados A Coruna,Total UCI A Coruna,Total PCR A Coruna,IA 14 Coruna,IA 7 Coruna,Total Casos Ferrol,Total Altas Ferrol,Total Fallecidos Ferrol,Total Hospitalizados Ferrol,Total UCI Ferrol,Total PCR Ferrol,IA 14 Ferrol,IA 7 Ferrol,Total Casos Lugo,Total Altas Lugo,Total Fallecidos Lugo,Total Hospitalizados Lugo,Total UCI Lugo,Total PCR Lugo,IA 14 Lugo,IA 7 Lugo,Total Casos Ourense,Total Altas Ourense,Total Fallecidos Ourense,Total Hospitalizados Ourense,Total UCI Ourense,Total PCR Ourense,IA 14 Ourense,IA 7 Ourense,Total Casos Pontevedra,Total Altas Pontevedra,Total Fallecidos Pontevedra,Total Hospitalizados Pontevedra,Total UCI Pontevedra,Total PCR Pontevedra,IA 14 Pontevedra,IA 7 Pontevedra,Total Casos Santiago,Total Altas Santiago,Total Fallecidos Santiago,Total Hospitalizados Santiago,Total UCI Santiago,Total PCR Santiago,IA 14 Santiago,IA 7 Santiago,Total Casos Vigo,Total Altas Vigo,Total Fallecidos Vigo,Total Hospitalizados Vigo,Total UCI Vigo,Total PCR Vigo,IA 14 Vigo,IA 7 Vigo,Poblacion Galicia,Poblacion A Coruna,Poblacion Ferrol,Poblacion Lugo,Poblacion Ourense,Poblacion Pontevedra,Poblacion Santiago,Poblacion Vigo
183,03/09/2020,17681,13039,650,,307,6,3.676262655,159,15,1,3,122.9171902,59.77454448,5224,3620,178,71,5,84386,191.8056563,90.10152284,841,658,33,6,0,26746,72.36620666,38.14652754,2248,1408,42,35,2,42992,216.6629509,105.8194413,2536,2015,135,30,4,44910,101.70904,51.83880101,1291,1003,17,10,2,28717,82.31380344,39.61992199,2732,1963,110,11,1,53804,142.7938352,64.23484438,2809,2372,135,11,1,67895,45.14624728,26.91070426,2701819,551600,178260,318467,304791,292782,446798,564831
184,04/09/2020,17938,13200,652,,257,2,3.634741889,171,15,0,12,123.7684686,58.0349757,5308,3683,179,73,6,85957,188.1798405,83.3937636,851,668,33,6,0,27016,72.36620666,38.70750589,2282,1441,42,47,3,43488,216.9769552,93.88727874,2572,2025,135,30,4,45299,106.9585388,56.76020617,1308,1011,18,8,0,29013,82.99690555,37.57061568,2776,1993,110,14,1,54606,142.3462057,67.14443664,2841,2379,135,12,1,68894,49.74939407,27.7959248,2701819,551600,178260,318467,304791,292782,446798,564831
185,05/09/2020,18231,13438,656,,293,4,3.598266689,177,17,2,6,125.9891947,57.40576996,5407,3781,180,66,5,87303,190.1740392,86.11312545,860,679,33,6,0,27289,71.80522832,36.46359251,2333,1484,45,57,4,44151,222.3150279,84.78115472,2609,2057,135,30,5,45773,115.1608807,59.05686192,1348,1022,18,7,1,29439,87.43706922,44.40163671,2810,2023,110,15,1,55228,139.884243,57.74421551,2864,2392,135,13,1,69872,50.81165871,30.62863051,2701819,551600,178260,318467,304791,292782,446798,564831
186,06/09/2020,18483,13649,659,,252,3,3.565438511,187,17,0,10,127.3956546,56.59150372,5481,3877,180,66,5,88888,190.7179115,84.48150834,875,685,33,8,0,27563,76.29305509,40.95141928,2380,1522,48,58,4,44667,228.5951135,80.69909912,2633,2069,135,34,5,46258,118.4418175,58.40067456,1371,1030,18,8,1,29738,87.09551817,47.81714723,2864,2066,110,17,1,55931,137.4222803,57.52040072,2879,2400,135,13,1,70912,52.40505567,27.97296891,2701819,551600,178260,318467,304791,292782,446798,564831
187,07/09/2020,18697,13792,661,,214,2,3.535326523,194,21,4,7,128.2469329,56.99863684,5542,3928,180,68,6,89960,192.7121102,83.57505439,886,694,33,8,0,27755,78.53696847,39.82946258,2412,1546,50,60,5,45083,228.2811092,78.18706491,2667,2073,135,36,5,46707,125.0036911,63.32207972,1404,1043,18,10,1,30091,95.97584551,56.35592352,2897,2098,110,19,1,56458,131.6030958,56.84895635,2889,2410,135,15,3,71286,50.45757049,26.02548373,2701819,551600,178260,318467,304791,292782,446798,564831
188,08/09/2020,18858,13965,662,,161,1,3.510446495,187,22,1,-7,123.6574323,54.92595914,5580,3986,180,67,7,90534,187.4546773,82.84989123,901,698,33,8,0,27913,84.70773028,40.39044093,2430,1579,50,54,4,45486,204.1027799,71.27897082,2683,2081,135,36,5,46872,122.7070353,59.38495559,1437,1048,18,10,2,30382,100.7575602,58.06367878,2926,2153,111,19,1,57044,125.5600965,53.71554931,2901,2420,135,15,3,71767,48.86417353,24.25504266,2701819,551600,178260,318467,304791,292782,446798,564831
189,09/09/2020,19190,14158,663,,332,1,3.45492444,181,25,3,-6,127.0625456,55.85126169,5636,4031,181,63,9,91754,183.6475707,74.69180566,914,705,33,7,0,28192,83.58577359,40.95141928,2576,1602,50,67,5,46149,231.7351562,102.9934028,2695,2098,135,32,5,47151,115.4889744,52.16689469,1462,1065,18,10,2,30749,103.8315197,58.40522983,2978,2207,111,17,1,57725,131.1554662,55.05843804,2929,2450,135,13,4,72915,51.51983514,21.24529284,2701819,551600,178260,318467,304791,292782,446798,564831
190,10/09/2020,19464,14434,671,,274,8,3.447390053,194,25,0,13,125.7671221,56.48046742,5700,4110,183,60,9,93304,176.3959391,71.06598985,923,714,33,6,0,28488,84.14675194,40.39044093,2627,1679,54,66,3,46826,224.8270621,108.3314755,2727,2118,136,33,5,47635,114.5046934,50.85451998,1490,1070,18,10,2,31301,107.5885813,62.1622914,3046,2276,112,19,2,58399,134.5126881,60.42999297,2951,2467,135,16,4,74050,52.05096746,19.47485177,2701819,551600,178260,318467,304791,292782,446798,564831
191,11/09/2020,19707,14670,675,,243,4,3.42517887,201,26,1,7,123.5093839,54.62986233,5779,4192,184,62,9,94735,168.7817259,67.44017404,936,729,33,5,0,28776,86.39066532,42.63435431,2649,1738,56,69,4,47323,209.1268483,99.22535145,2734,2134,136,39,5,48126,109.9113819,41.01170966,1511,1080,18,10,2,31741,106.9054792,55.67282142,3119,2318,112,25,2,59080,143.9129092,69.15876973,2979,2479,136,18,4,74954,52.22801156,20.3600723,2701819,551600,178260,318467,304791,292782,446798,564831
192,12/09/2020,19948,14933,677,,241,2,3.393823942,206,28,2,5,120.9555488,54.22272921,5823,4299,184,63,8,95733,161.5300943,62.00145033,948,735,33,6,0,29070,85.82968697,40.95141928,2698,1791,57,68,5,48232,199.3927157,99.85336,2787,2164,137,37,5,48655,117.4575365,50.52642631,1546,1089,18,13,2,32154,112.0287449,59.77143404,3146,2355,112,28,2,59706,132.9459845,63.11577044,3000,2500,136,20,6,76058,54.70662906,21.42233695,2701819,551600,178260,318467,304791,292782,446798,564831
193,13/09/2020,20183,15222,680,,235,3,3.369172076,221,26,-2,15,119.5120769,54.99998334,5882,4394,184,70,8,97049,157.1791153,61.63886875,964,747,33,5,0,29343,90.87849209,43.75631101,2758,1886,58,66,3,49023,199.3927157,108.6454798,2800,2188,139,37,5,49359,113.1923187,43.63645908,1583,1095,18,14,2,32620,120.2259702,61.13763824,3175,2393,112,33,2,60372,127.1268,62.22051128,3021,2519,136,22,6,76868,53.1132321,23.36982212,2701819,551600,178260,318467,304791,292782,446798,564831
194,14/09/2020,20393,15440,686,,210,6,3.363899377,221,28,2,0,119.7711616,56.81357634,5941,4459,184,73,10,97903,155.9100798,65.44597534,969,750,33,5,0,29517,86.39066532,38.14652754,2789,1931,63,64,3,49408,196.5666772,112.7275353,2833,2210,139,40,5,49874,117.7856302,49.2140516,1618,1097,18,16,2,33070,129.4478486,61.82074035,3215,2463,112,34,2,61011,128.0220592,64.68247396,3028,2530,137,20,6,77329,50.6346146,22.48460159,2701819,551600,178260,318467,304791,292782,446798,564831
195,15/09/2020,20646,15651,692,,253,6,3.351738836,220,30,2,-1,121.1035972,53.88962029,5964,4532,185,73,9,98424,152.4655547,59.46337926,974,759,33,7,1,29733,81.3418602,33.65870077,2810,1971,66,61,4,49703,190.600596,73.47700076,2874,2230,141,42,4,50259,122.050848,58.72876824,1673,1103,18,16,3,33371,138.669727,72.0672719,3292,2507,112,31,2,61621,135.631762,70.27784368,3059,2549,137,21,7,78008,52.22801156,23.01573391,2701819,551600,178260,318467,304791,292782,446798,564831
196,16/09/2020,20847,15829,696,,201,4,3.338609872,211,29,-1,-9,117.1803144,51.18773685,6011,4587,187,66,8,99563,142.6758521,56.38143582,987,773,33,5,1,30050,81.90283855,35.90261416,2843,1994,68,61,4,50196,186.8325447,67.82492378,2897,2256,141,38,4,50676,118.4418175,55.77592514,1702,1107,18,15,3,33801,140.3774822,72.40882295,3324,2553,112,32,2,62397,132.498355,62.22051128,3083,2559,137,23,7,79115,48.51008532,23.36982212,2701819,551600,178260,318467,304791,292782,446798,564831
197,17/09/2020,21071,16064,697,,224,1,3.307863889,201,28,-1,-10,115.9589151,50.48450692,6066,4643,187,60,8,100835,137.4184191,52.03045685,999,784,33,5,1,30320,83.02479524,35.34163581,2869,2026,69,59,3,50836,184.3205104,69.08094088,2931,2287,141,38,4,51205,117.7856302,64.63445443,1731,1128,18,19,3,34153,144.4760948,75.14123136,3353,2606,112,33,2,63135,129.1411331,52.37266058,3122,2590,137,18,7,80033,49.74939407,25.3173073,2701819,551600,178260,318467,304791,292782,446798,564831
198,18/09/2020,21319,16297,703,,248,6,3.297528027,209,32,4,8,114.2933705,50.74359163,6141,4716,187,69,8,102449,133.0674402,57.65047136,1006,797,33,8,2,30805,81.90283855,32.53674408,2893,2074,73,55,3,51419,175.842395,61.23083396,2968,2316,141,42,5,51687,117.7856302,59.38495559,1760,1130,19,22,5,34637,140.7190333,73.09192505,3385,2642,112,30,2,63937,128.6935036,53.49173452,3166,2622,138,17,7,81477,53.46732031,29.38932176,2701819,551600,178260,318467,304791,292782,446798,564831
199,19/09/2020,21600,16525,708,,281,5,3.277777778,200,29,-3,-9,115.3667215,52.44614832,6216,4804,188,60,6,103782,133.248731,60.551124,1017,803,33,8,1,31090,79.65892517,29.73185235,2921,2100,76,55,3,51986,169.8763137,51.18269711,2999,2348,142,41,5,52219,120.0822859,65.29064178,1811,1141,19,24,5,35183,150.2824627,77.87363977,3424,2686,112,27,3,64630,125.3362817,55.72988241,3212,2643,138,17,6,82886,58.95568763,33.81542444,2701819,551600,178260,318467,304791,292782,446798,564831
200,20/09/2020,21823,16758,712,,223,4,3.26261284,207,29,0,7,115.6998304,52.92730564,6262,4894,189,59,7,105259,130.5293691,58.19434373,1029,812,33,7,2,31309,80.21990351,33.65870077,2943,2137,78,55,3,52521,166.7362709,48.35665862,3043,2373,143,44,4,52734,123.3632227,68.89967223,1837,1160,19,24,5,35765,147.8916054,74.79968031,3467,2718,112,30,4,65427,127.5744296,56.40132677,3242,2664,138,20,4,83919,62.49656977,37.8874389,2701819,551600,178260,318467,304791,292782,446798,564831
201,21/09/2020,22018,16995,717,,195,5,3.25642656,211,32,3,4,116.9582418,50.78060373,6314,4975,190,63,8,106291,133.0674402,63.45177665,1035,825,33,7,2,31512,75.1710984,34.21967912,2949,2178,82,57,4,52817,162.9682196,43.64659447,3080,2395,143,47,5,53377,130.2531899,67.58729753,1865,1179,19,21,5,36178,146.1838501,65.57780191,3502,2765,112,30,4,66376,128.9173183,47.00110565,3273,2678,138,19,4,84530,65.8604078,37.8874389,2701819,551600,178260,318467,304791,292782,446798,564831
202,22/09/2020,22239,17167,721,,221,4,3.242052251,214,32,0,3,112.8498985,51.52084577,6352,5046,192,66,8,107061,129.8042059,61.82015954,1046,833,33,7,2,31758,74.0491417,33.09772243,2974,2205,82,59,4,53094,124.9737021,41.13456025,3110,2414,144,48,5,53834,136.1588761,69.88395327,1904,1183,19,20,5,36816,150.9655648,68.99331243,3540,2800,113,29,5,67073,125.7839113,48.34399438,3313,2686,138,18,3,85228,67.98493709,40.72014461,2701819,551600,178260,318467,304791,292782,446798,564831
203,23/09/2020,22490,17308,722,,251,1,3.210315696,217,32,0,3,111.9986202,52.52017252,6389,5086,193,59,7,108726,124.9093546,58.55692531,1061,839,33,9,2,32032,77.41501178,34.78065747,3000,2239,82,51,4,53633,117.1235952,41.13456025,3170,2423,145,57,6,54245,145.345499,78.41438888,1954,1199,19,20,5,37422,158.479688,76.16588451,3570,2822,115,31,5,67847,117.2789493,48.56780917,3346,2700,135,22,3,86477,69.93242226,39.65787997,2701819,551600,178260,318467,304791,292782,446798,564831
204,24/09/2020,22759,17572,723,,269,1,3.176765236,200,34,2,-17,112.9609348,53.29742666,6461,5154,193,57,8,110459,123.6403191,58.01305294,1065,853,33,8,2,32330,72.36620666,33.09772243,3016,2292,83,50,5,54070,115.2395696,38.62252604,3255,2450,145,54,5,54900,170.9368059,94.16288539,1993,1214,19,20,5,38055,164.6276069,79.58139503,3603,2880,115,30,5,68685,108.3263578,48.79162396,3366,2729,135,18,4,87599,68.51606941,35.4088214,2701819,551600,178260,318467,304791,292782,446798,564831
205,25/09/2020,22980,17802,726,,221,3,3.15926893,210,32,-2,10,112.2206928,51.07670055,6494,5191,194,61,7,112096,121.6461204,50.39883974,1070,865,33,8,2,32595,68.43935824,29.73185235,3047,2333,84,49,5,54751,109.5874926,39.56453887,3310,2496,146,56,5,55737,171.5929932,102.0371336,2027,1224,19,20,5,38805,164.2860558,73.77502715,3638,2945,115,33,5,69453,110.1168761,47.8963648,3394,2748,135,15,3,89212,69.75537816,32.22202747,2701819,551600,178260,318467,304791,292782,446798,564831
206,26/09/2020,23247,18071,727,,267,1,3.127285241,201,35,3,-9,113.4050801,52.70523303,6559,5288,194,61,7,113814,122.7338651,53.84336476,1076,879,33,8,1,32885,62.82957478,26.36598227,3082,2355,85,45,7,55508,101.7373857,43.64659447,3364,2529,146,53,5,56549,185.044834,105.3180704,2075,1246,19,19,6,39561,168.0431174,81.28915029,3660,2990,115,34,6,70242,108.5501726,43.19625424,3431,2784,135,16,3,90675,72.58808387,33.46133622,2701819,551600,178260,318467,304791,292782,446798,564831
207,27/09/2020,23477,18316,729,,230,2,3.105166759,198,33,-2,-3,114.1453221,54.00065659,6601,5361,194,57,7,115426,119.6519217,52.03045685,1080,893,33,7,0,33149,62.26859643,25.24402558,3106,2430,87,39,7,56105,99.53935573,49.29867145,3421,2547,146,56,5,57192,192.9190823,111.879944,2102,1257,19,19,5,40168,165.310709,80.94759924,3715,3023,115,35,6,71433,111.9073944,47.67255001,3452,2805,135,18,3,91868,75.06670137,31.69089515,2701819,551600,178260,318467,304791,292782,446798,564831
208,28/09/2020,23618,18534,731,,141,2,3.09509696,210,32,-1,12,109.9999667,51.03968845,6634,5441,194,61,7,116541,121.4648296,51.1240029,1087,901,33,7,0,33373,63.39055312,23.0001122,3119,2479,88,38,6,56655,97.02732151,45.53062013,3451,2561,147,59,5,57651,189.3100518,111.879944,2123,1293,19,22,5,40916,153.6979732,74.79968031,3739,3041,115,36,6,72249,100.0452106,44.53914297,3465,2818,135,19,3,92309,71.87990744,26.91070426,2701819,551600,178260,318467,304791,292782,446798,564831
209,29/09/2020,23777,18744,735,,159,4,3.09122261,212,28,-4,2,108.4454584,47.63457508,6660,5485,197,53,3,117183,117.657723,49.12980421,1092,909,33,6,1,33618,58.90272635,17.39032873,3127,2500,88,40,5,56948,89.17721459,39.87854315,3502,2599,147,64,6,58951,198.4966748,108.9271009,2138,1326,19,22,5,41672,148.9162585,62.8453935,3780,3092,116,35,6,72796,102.0595437,47.00110565,3478,2833,135,21,3,92865,69.93242226,23.36982212,2701819,551600,178260,318467,304791,292782,446798,564831
210,30/09/2020,23940,18949,740,,163,5,3.091060986,210,27,-1,-2,106.1877202,43.71129228,6694,5521,198,52,3,118540,113.8506164,42.24075417,1094,913,33,5,1,33868,53.29294289,16.26837204,3150,2525,88,35,5,57510,88.23520176,42.07657308,3539,2624,150,64,6,60056,199.4809558,93.17860436,2157,1352,19,21,5,42499,145.500748,56.01437247,3807,3153,117,39,4,73583,101.6119141,45.65821691,3499,2861,135,21,3,93866,66.74562834,23.54686623,2701819,551600,178260,318467,304791,292782,446798,564831
211,01/10/2020,24135,19129,747,,195,7,3.095090118,203,33,6,-7,104.2260788,42.74897763,6728,5563,201,47,3,120193,106.417694,42.42204496,1096,934,33,5,1,34245,50.48805116,14.585437,3170,2557,89,32,4,57993,86.97918466,38.62252604,3606,2655,152,74,9,61164,209.3237661,97.11572848,2172,1357,20,20,5,43193,140.7190333,49.52490249,3833,3182,117,36,5,74555,100.2690254,43.64388381,3530,2881,135,22,6,95388,64.44405495,24.07799855,2701819,551600,178260,318467,304791,292782,446798,564831
212,02/10/2020,24341,19389,749,,206,2,3.077112691,207,36,3,4,101.4501712,40.49123942,6759,5653,202,46,3,121842,98.4408992,36.25815809,1098,937,33,7,1,34492,45.43924605,12.34152362,3193,2578,89,27,5,58607,85.40916327,34.85447472,3691,2688,153,82,10,62045,227.0408247,107.2866325,2186,1401,20,20,6,43959,128.0816444,37.91216673,3872,3216,117,40,5,75655,100.2690254,47.44873522,3542,2916,135,21,6,96048,58.42455531,19.65189588,2701819,551600,178260,318467,304791,292782,446798,564831
213,03/10/2020,24557,19714,750,,216,1,3.054118988,194,35,-1,-13,101.1910864,39.97306999,6798,5748,202,46,3,123365,97.17186367,35.71428571,1103,949,33,7,1,34805,41.51239762,12.90250196,3212,2620,89,27,5,59315,84.46715044,33.28445333,3772,2727,154,73,8,62977,239.1802908,115.1608807,2209,1466,20,21,7,45035,127.0569912,36.54596253,3908,3244,117,34,5,76613,98.70232185,43.19625424,3555,2960,135,22,6,97091,55.41480549,18.23554302,2701819,551600,178260,318467,304791,292782,446798,564831
214,04/10/2020,24774,19981,752,,217,2,3.035440381,192,36,1,-2,102.0053527,42.78598974,6833,5812,202,50,3,124873,94.08992023,36.0768673,1107,957,33,6,1,35028,40.39044093,11.21956692,3228,2645,89,30,5,60081,87.60719321,34.22646616,3869,2768,155,72,8,63695,258.8659114,137.1431571,2231,1521,21,21,7,45480,125.0076849,36.88751358,3928,3280,117,32,6,77739,95.34510002,42.30099508,3578,2998,135,20,6,98026,53.99845263,20.00598409,2701819,551600,178260,318467,304791,292782,446798,564831
215,05/10/2020,25028,20170,757,,254,5,3.024612434,204,37,1,12,103.2267521,46.30213941,6880,5858,202,51,4,125961,95.72153735,39.88397389,1114,963,34,6,1,35315,38.14652754,12.34152362,3241,2656,90,34,5,60578,83.83914189,35.79648755,3986,2792,157,73,7,64550,287.4100613,158.7973398,2251,1545,21,22,7,46705,118.5182149,38.59526883,3967,3321,118,34,7,78894,95.56891481,41.8533655,3589,3035,135,21,6,99004,48.86417353,19.65189588,2701819,551600,178260,318467,304791,292782,446798,564831
216,06/10/2020,25228,20344,765,,200,8,3.032345013,199,35,-2,-5,101.3391349,47.67158718,6910,5889,203,50,5,126436,94.45250181,39.15881073,1122,970,34,3,0,35570,34.21967912,15.70739369,3252,2668,91,32,5,61100,79.12907774,32.02843623,4074,2830,160,76,8,65467,296.5966843,175.5301174,2269,1580,22,22,7,47166,107.5885813,38.25371778,3997,3351,119,31,5,80541,95.56891481,42.52480987,3604,3056,136,20,5,99703,45.67737961,18.58963123,2701819,551600,178260,318467,304791,292782,446798,564831
217,07/10/2020,25428,20591,769,,200,4,3.024225263,187,35,152,-164,98.78529983,47.85664769,6933,5941,205,45,4,127683,85.56925308,37.16461204,1125,983,34,2,0,35831,33.65870077,16.26837204,3266,2689,91,31,5,61967,78.50106918,30.14441057,4144,2860,161,72,9,66436,291.6752791,176.5143984,2292,1640,22,21,6,47894,102.1237644,40.9861262,4042,3378,120,27,5,81509,98.25469228,46.77729086,3626,3100,136,21,5,102092,46.03146782,16.99623427,2701819,551600,178260,318467,304791,292782,446798,564831
218,08/10/2020,25717,20860,773,286,289,4,3.005793833,187,38,0,3,101.3021228,50.92865214,6973,5983,205,49,4,129001,86.83828861,38.79622915,1133,997,34,3,0,36466,35.34163581,19.63424212,3301,2727,91,29,5,63536,79.75708629,33.91246189,4229,2918,163,72,9,67673,301.5180894,176.5143984,2323,1687,23,20,7,48671,101.0991113,46.79249407,4081,3416,120,26,5,82607,99.14995143,46.77729086,3677,3132,137,23,5,103456,50.10348228,23.90095444,2701819,551600,178260,318467,304791,292782,446798,564831
219,09/10/2020,26146,21106,776,413,429,3,2.967949208,175,37,-12,-1,107.2980833,58.81222983,7006,6043,206,52,6,130087,81.03698332,37.70848441,1143,1005,34,4,0,36722,37.5855492,22.43913385,3320,2735,91,31,5,63996,74.73301786,33.91246189,4468,2953,164,67,9,68965,362.2154197,228.3531994,2344,1747,24,18,7,49203,91.87723289,46.10939197,4137,3465,120,31,6,83520,106.7596543,51.25358663,3728,3158,137,22,5,104699,52.58209978,30.62863051,2701819,551600,178260,318467,304791,292782,446798,564831
220,10/10/2020,26563,21425,780,405,417,4,2.936415315,173,36,-2,-1,114.2193463,66.2146502,7045,6090,208,49,5,131079,80.49311095,38.43364757,1159,1011,34,4,0,37097,44.31728935,29.170874,3360,2803,91,25,5,64646,79.75708629,41.44856453,4660,3020,166,65,10,70245,406.5080662,259.5220987,2376,1811,24,17,6,49886,93.58498815,49.52490249,4205,3504,120,31,6,84753,109.6692465,61.99669649,3758,3186,137,21,5,105432,54.17549674,31.86793926,2701819,551600,178260,318467,304791,292782,446798,564831
221,11/10/2020,26876,21713,780,313,313,0,2.902217592,199,39,26,3,120.5854278,68.39836421,7099,6143,208,47,5,132332,84.30021755,39.7026831,1177,1021,34,3,0,37646,50.48805116,35.34163581,3395,2842,91,27,5,65045,86.66518038,48.35665862,4743,3095,166,66,10,71353,423.8970311,248.3669137,2397,1866,24,14,5,50681,93.58498815,49.86645354,4245,3527,120,31,6,85351,113.2502831,62.22051128,3820,3219,137,21,5,106696,62.85065798,40.89718872,2701819,551600,178260,318467,304791,292782,446798,564831
222,12/10/2020,27184,21924,784,308,308,4,2.884049441,212,40,13,1,126.100231,72.39567121,7165,6188,211,50,5,133256,91.55184917,46.22915156,1198,1027,34,3,0,37850,59.4637047,42.63435431,3419,2868,91,29,5,65437,91.68924881,52.43871422,4818,3138,166,79,11,72301,431.7712793,244.1016959,2423,1888,24,17,5,51353,97.34204972,52.59886195,4317,3575,121,35,7,86183,120.1885416,71.62073241,3844,3240,137,25,6,107164,64.79814316,42.49058568,2701819,551600,178260,318467,304791,292782,446798,564831
223,13/10/2020,27423,22123,786,238,239,2,2.866207198,218,41,6,1,128.9131507,73.83914318,7179,6223,211,51,5,133785,87.92603336,44.59753445,1204,1034,34,5,0,38048,61.70761809,44.31728935,3446,2878,91,30,5,65823,92.94526591,56.52076981,4912,3177,168,83,11,73087,450.4726189,251.9759442,2447,1954,24,16,4,51659,99.04980497,52.940413,4351,3606,121,40,7,86839,121.7552451,69.15876973,3884,3251,137,27,8,107686,68.16198119,45.67737961,2701819,551600,178260,318467,304791,292782,446798,564831
224,14/10/2020,27675,22277,797,254,252,11,2.879855465,223,42,5,1,131.0228405,72.46969542,7229,6253,211,50,5,134248,90.826686,46.41044235,1221,1040,34,5,0,38228,70.12229328,49.36609447,3456,2890,91,31,5,66165,89.80522315,48.67066289,4999,3218,176,87,11,74517,457.0344925,252.6321315,2468,1973,26,17,3,52033,101.0991113,49.52490249,4392,3642,122,41,9,87535,125.1124669,69.60639931,3910,3261,137,28,8,108161,67.27676066,41.25127693,2701819,551600,178260,318467,304791,292782,446798,564831
225,15/10/2020,27922,22550,803,233,247,6,2.875868491,231,41,8,-1,132.5403367,65.73349288,7277,6294,213,47,4,135472,93.90862944,49.12980421,1228,1046,34,4,0,38679,72.92718501,47.68315943,3474,2916,91,30,6,66552,88.23520176,48.35665862,5062,3292,179,98,12,75789,449.8164316,194.8876443,2485,2040,25,17,3,52377,102.1237644,48.15869828,4433,3671,123,39,8,88371,125.5600965,66.24917748,3963,3291,138,30,9,108821,74.53556905,41.60536514,2701819,551600,178260,318467,304791,292782,446798,564831
226,16/10/2020,28276,22788,808,346,354,5,2.857547036,229,40,-2,-1,137.6480068,63.40173046,7335,6338,213,47,4,136826,97.35315446,52.57432922,1247,1046,34,3,0,38976,80.78088186,49.36609447,3504,2937,92,24,5,67156,91.68924881,45.21661585,5144,3361,183,105,13,77167,450.1445253,158.7973398,2517,2090,25,16,2,52918,105.1977239,48.15869828,4494,3711,123,43,8,89561,131.1554662,64.68247396,4035,3305,138,34,9,110086,84.98117136,49.04121764,2701819,551600,178260,318467,304791,292782,446798,564831
227,17/10/2020,28638,23078,815,355,362,7,2.845869125,246,43,17,3,143.0147615,65.21532345,7392,6372,213,48,6,138130,101.3415518,53.1182016,1258,1055,34,5,0,39553,84.70773028,45.43924605,3526,3009,92,21,3,67677,93.57327447,41.13456025,5240,3442,189,101,12,78368,449.8164316,163.0625576,2559,2117,25,20,3,53559,112.0287449,55.33127036,4557,3748,123,41,7,91188,140.7795021,69.8302141,4106,3335,139,33,9,111353,93.4792885,50.6346146,2701819,551600,178260,318467,304791,292782,446798,564831
228,18/10/2020,29076,23326,818,437,438,3,2.813316825,266,46,20,3,149.8249883,70.02689669,7458,6405,214,54,6,139554,104.7860769,53.1182016,1279,1062,35,5,0,39875,92.56142713,45.43924605,3568,3026,92,21,3,68343,102.6793985,46.78663723,5318,3552,190,111,13,79309,437.0207782,164.0468387,2613,2130,25,21,4,54079,123.6414807,64.89469981,4633,3791,123,41,8,92409,149.0606493,70.72547326,4207,3360,139,36,9,112913,109.4132581,64.26701084,2701819,551600,178260,318467,304791,292782,446798,564831
229,19/10/2020,29501,23578,822,417,425,4,2.786346226,277,47,11,1,158.1527112,76.91114764,7522,6456,214,58,8,140474,110.9499637,62.18274112,1324,1067,35,9,1,40271,113.3176259,67.31740155,3610,3035,92,22,3,68842,112.4135311,51.49670139,5384,3676,193,118,14,80289,429.8027173,154.8602157,2651,2150,25,22,4,54616,130.4725017,69.67641453,4705,3819,124,47,8,93535,158.4608705,79.23043523,4305,3375,139,36,8,114135,124.107919,74.53556905,2701819,551600,178260,318467,304791,292782,446798,564831
230,20/10/2020,29858,23812,831,343,357,9,2.783173689,294,48,17,1,163.9636112,80.79741833,7585,6494,215,60,9,141147,118.2015954,64.53952139,1348,1075,35,13,2,40646,125.0981712,71.24424997,3637,3048,92,21,3,69400,116.4955867,56.83477409,5451,3776,197,123,15,80991,428.8184362,148.2983421,2688,2181,26,24,4,55071,135.2542164,75.14123136,4796,3856,126,47,7,94292,168.7563507,90.42117467,4353,3382,140,36,7,114788,128.7110658,78.4305394,2701819,551600,178260,318467,304791,292782,446798,564831
231,21/10/2020,30305,24012,836,441,447,5,2.75862069,317,47,23,-1,169.8115233,88.1998387,7642,6521,216,60,9,142351,121.2835388,66.17113851,1367,1081,35,17,1,41082,131.268933,77.97599013,3676,3066,92,19,3,70070,117.7516038,63.4288639,5548,3855,199,125,16,82402,432.7555604,159.4535272,2756,2193,26,30,5,55544,147.8916054,92.56033499,4878,3899,127,54,7,95611,178.3803867,99.59758101,4438,3397,141,37,7,115915,134.7305654,84.09595082,2701819,551600,178260,318467,304791,292782,446798,564831
232,22/10/2020,30777,24255,847,461,472,11,2.752055106,325,48,8,1,171.4030437,92.56726672,7710,6582,217,58,9,143684,127.6287165,67.98404641,1400,1081,36,19,2,41459,144.171435,85.82968697,3721,3087,92,17,1,70813,125.915715,68.13892805,5627,3930,207,120,15,83382,380.260572,158.4692461,2810,2221,26,39,6,56326,159.1627901,100.0744581,4958,3939,128,62,7,96578,183.7519416,103.850062,4551,3415,141,49,7,117274,145.7073001,91.35475921,2701819,551600,178260,318467,304791,292782,446798,564831
